id,Sentence,Aspect Term,polarity,from,to
2953,The Nortons virus scan is only for a very short time unlike others that usually are good for a year.,Nortons virus scan,negative,4,22
2129,It is stamped and not in pieces therefore it is a stronger more resilient frame.,frame,positive,74,79
2075,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,features,positive,43,51
2710,Came fully loaded - good.,loaded,positive,11,17
1373,"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Windows 7,neutral,42,51
1370,"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",Windows XP,conflict,62,72
1758,"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",key broad,negative,35,44
842,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",warranty,negative,30,38
931,  But I needed a laptop for school use.,school use,neutral,28,38
36,This is the complete opposite to an ergonomic design.,design,negative,46,52
2967,I would like at least a 4 hr. battery life.,battery life,neutral,30,42
1732,The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,programs,negative,74,82
1063,"Wireless has not been a issue for me, like some others have meantioned.",Wireless,positive,0,8
271,"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",battery life,negative,57,69
2478,"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",trackpad,positive,35,43
523,I guess the only good thing that came out of these were the speakers and the subwoofer.,speakers,positive,60,68
1657,Theres a built in camera with special effects- for video and photography.,built in camera,positive,9,24
1674,All for such a great price.,price,positive,21,26
1143,"  Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",warranty,neutral,220,228
2927,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,left mouse key,negative,45,59
2993,It has good speed and plenty of hard drive space.,speed,positive,12,17
2453,Clear picture on it and everything.,picture,positive,6,13
515,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranty,neutral,45,62
2572,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,battery,positive,15,22
2387,"Screen is awesome, battery life is good.",Screen,positive,0,6
2517,The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,appearance,positive,46,56
990,The technical service for dell is so 3rd world it might as well not even bother.,technical service for dell,negative,4,30
1414,The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,graphics,negative,4,12
903,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",battery,negative,71,78
1602,"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.",case,positive,62,66
2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",performance,neutral,40,51
2828,Excellent speed for processing data.,speed,positive,10,15
1824,When you call tech support you were routed to someone who was in another country and did not know what they were doing.,tech support,negative,14,26
2460,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",gaming,positive,118,124
2500,I was taught to use Photoshop and was amazed.,Photoshop,positive,20,29
1252,Somehow the system clock got messed up after reboot.,system clock,negative,12,24
3007,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",RAM,negative,43,46
1650,With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,securitysoftware,positive,39,55
1037,"The driver updates don't fix the issue, very frustrating.",driver updates,negative,4,18
1620,I will never go back to Windows!,Windows,negative,24,31
285,It doesnt work worth a damn.,work,negative,10,14
3035,It works really well.,works,positive,3,8
2511,"Bigger HD, better graphics card, and a bid HD.",HD,positive,7,9
2275,The built in camera is very useful when chatting with other techs in remote buildings on our campus.,built in camera,positive,4,19
1124,"Mine came at $1,700 w/o a DVD burner (!).",DVD burner,negative,26,36
781,The DVD burner broke after burning 3 DVD'd during that time!,DVD burner,negative,4,14
2987,It works fine with our wireless and they've had not problems.,works,positive,3,8
2133,But you must get the 15 inch.,15 inch,positive,21,28
1364,Product support very poor as each phone call costs me long distan,Product support,negative,0,15
2787,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",screen,positive,46,52
948,  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,casing of the power cord,negative,6,30
2049,It does not keep internet signals no matter where you bring it.,internet signals,negative,17,33
2988,It's a great product for a great price!,price,positive,33,38
1385,"Again, the same problem, the right speaker did not work.",right speaker,negative,29,42
1646,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,price tag,conflict,64,73
2505,and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,multiple page viewer,positive,8,28
768,This was the 3rd day and part still had not been shipped.,shipped,negative,49,56
214,Keyboard good sized and wasy to use.,Keyboard,positive,0,8
1263,HP said it was out of warranty.,warranty,neutral,22,30
142,"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",quality,negative,25,32
2947,wonderful features.,features,positive,10,18
2020,I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,recovery disk,negative,31,44
2451,Im glad that it has such great features in it.,features,positive,31,39
314,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,programs,positive,13,21
2777,Great wifi too.,wifi,positive,6,10
1085,"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",TYPING,negative,5,11
1906,"  Only a few days after I received the computer back, the screen froze again.",screen,negative,58,64
124,It is not ideal for children because of the temp.,temp,negative,44,48
732,Although i do believe that Windows operating system may be to fault for some of the problems.,Windows operating system,negative,27,51
3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS,positive,6,8
1842,  The lcd screen stopped working on mine after 10 months.,lcd screen,negative,6,16
205,Images are crisp and clean.,Images,positive,0,6
1398,although its windows vista compared to windows xp sucks.,windows vista,negative,13,26
1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Vista,negative,37,42
1400,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative,9,15
1066,"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10",4GB stick of RAM,positive,51,67
344,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,hardrive,negative,39,47
2871,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,performance,positive,98,109
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iLife software,positive,53,67
2795,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,system board,negative,51,63
1865,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",size,neutral,74,78
2973,"It has plenty of memory, lots of hard drive, and great graphics.",memory,positive,17,23
2612,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs,positive,64,72
1283,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",hinge,negative,51,56
1423,My problem was with DELL Customer Service.,DELL Customer Service,negative,20,41
1072,"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.",RMA service,positive,9,20
1739,Design: very durable.,Design,positive,0,6
2419,It is easy to go from one keyboard to another.,keyboard,neutral,26,34
1549,Has a 5-6 hour battery life.,battery life,neutral,15,27
2086,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,screen/video resolution,negative,27,50
300,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",applications,neutral,94,106
851,"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty,negative,131,139
1008,Ive had to call tech support many times.,tech support,neutral,16,28
2261,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",Apple applications,positive,4,22
291,Not to mention it has shit gigs.,gigs,negative,27,31
391,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",memory,neutral,17,23
1595,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",web browsing,positive,66,78
2362,"Quality Display  I love HP,, it's the only computer/printer we will buy.",Quality Display,positive,0,15
116,"Despite the inconvenient weight, I opted for the 12 cell battery.",weight,conflict,25,31
2647,The case is carved out of a single block of aluminum.,case,neutral,4,8
980,     First it burned or fused the power adapter plug.,power adapter plug,negative,34,52
668,"the features are great, the only thing it needs is better speakers.",features,positive,4,12
1106,"It was still working, but there was nothing on the screen.",screen,negative,51,57
140,I bought this laptop and found its TAB is not functioning.,TAB,negative,35,38
1418,  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,extended warrenty,negative,47,64
621,"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",TFT panel,negative,45,54
2360,"Navigation through the computer is far superior compared to Windows operating systems, as well.",Navigation,positive,0,10
1126,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen,negative,4,10
1745,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",music software,negative,31,45
39,The much lauded combined touch pad and clicker is a nightmare.,combined touch pad and clicker,negative,16,46
3019,"The Unibody construction is solid, sleek and beautiful.",Unibody construction,positive,4,24
2469,This MacBook is an outstanding product with great value.,value,positive,50,55
1986,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,Windows,negative,20,27
1088,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,BATTERY,negative,30,37
678,and plenty of storage with 250 gb(though I will upgrade this and the ram..),storage,positive,14,21
625,"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.",Nvidia chipset,negative,101,115
2035,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,extended warranty,neutral,83,100
1921,"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.",Programs,negative,0,8
1872,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,CHARGE TIME,negative,30,41
1413,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",size,negative,21,25
2636,"the key bindings take a little getting used to, but have loved the Macbook Pro.",key bindings,negative,4,16
357,Keyboard is reasonable size.,Keyboard,positive,0,8
3075,I find myself using the 10-key more than I thought I would.,10-key,positive,24,30
3045,Fan noise: The fan made a constant hissing noise in the background.,Fan,negative,0,3
235,"The screen is bright and clear, the operating system is solid and friendly to a novice.",screen,positive,4,10
3055,It has a .1 ghz faster processor and a stock 500gb hard drive.,processor,positive,23,32
2865,The feature are good enough for what I need.,feature,positive,4,11
1197,"Finally, the biggest problem has been tech support.",tech support,negative,38,50
2676,""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.",USB output,negative,92,102
2319,With Windows laptops a wireless mouse is an absolute must.,wireless mouse,neutral,23,37
452,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",size,positive,57,61
2498,But if you're willing to pay another 200 dollar for a windows disc.,windows disc,neutral,54,66
2515,Very good quality and well made.,quality,positive,10,17
2320,"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",touchpad,positive,86,94
3083,my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,video card,neutral,102,112
2593,It had the full sized touch pad with 2 buttons instead of just one.,touch pad,neutral,22,31
336,"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",external mouse,neutral,65,79
1616,It was super easy to set up and Is really easy to get used to.,set up,positive,21,27
1062,"The only thing that can be updated is the video, other than that you're all set.",video,negative,42,47
2704,Its a good laptop for its value.,value,positive,26,31
1152,Then the hard drive failed;,hard drive,negative,9,19
2747,"Plain and simple, it(laptop) runs great and loads fast.",runs,positive,29,33
967,of course my warranty runs out next month.,warranty,neutral,13,21
2501,The capabilities using that program alone made me want a Mac.,program,positive,28,35
1801,"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",disk throughput,neutral,124,139
2902,"I have found also, it is very easy to be able to access wireless internet access;",wireless internet access,positive,56,80
2656,This is a great value for the money.,value,positive,16,21
652,"It was a great laptop, ran great and was really fast.",ran,positive,23,26
170,The battery has never worked well.,battery,negative,4,11
2047,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,company,negative,110,117
2666,The only problem is a lack of screen resolutions!,screen resolutions,negative,30,48
741,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",carry,positive,54,59
1748,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,keyboard,negative,14,22
2246,"It has many great programs, such as ILife, iPhotos and others.",programs,positive,18,26
2032,"The processor went on me, the fan went and the motherboard went.",processor,negative,4,13
150,It is very well built.,built,positive,16,21
302,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance,positive,59,70
204,The screen resolution was exactly what I was looking for.,screen resolution,positive,4,21
2080,"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Snow Leopard,positive,26,38
2780,There is no number pad to the right of the keyboard which is a bummer.,pad,negative,19,22
1105,After 20-30 min the screen of the notebook switched off.,screen,negative,20,26
1484,"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",Windows 7,positive,35,44
2506,"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",programs,positive,156,164
2281,"It is a big big, but since it has a 18.4"" screen what would you expect!","18.4"" screen",conflict,36,48
572,10 hours of battery life is really something else....,battery life,positive,12,24
15,Runs fast and the regular layout keyboard is so much better.,regular layout keyboard,positive,18,41
1489,"All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.",programs,positive,8,16
659,I reinstalled windows through the recovery discs and everything seemed good again.,windows,positive,14,21
25,"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",Windows 7 Starter,positive,0,17
1043,Support has been lackluster and now I just want a refund.,Support,negative,0,7
97,"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",3 year warranty,negative,50,65
1493,""">  iPhoto is probably the best program I have ever worked with: easy and convenient.",iPhoto,positive,4,10
2944,I love to write and play with graphics and html programming and my new Toshiba works great on both!,works,positive,79,84
107,My laptop now has no battery.,battery,negative,21,28
1170,"Beta had better quality, but VHS became the industry standard.",quality,conflict,16,23
2594,It made the computer much easier to use and navigate.,use,positive,36,39
3034,":-)If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",battery life,negative,57,69
2735,"Needs longer lasting battery, More than 1 to 2 Hrs.",battery,negative,21,28
1348,in May I started having problems with the USB ports not working.,USB ports,negative,42,51
675,10 plus hours of battery...,battery,positive,17,24
1538,"The design is awesome, quality is unprecedented.",design,positive,4,10
1495,The Mac version of Microsoft Office is cheaper than buying the actual and works just as well.,Mac version of Microsoft Office,positive,4,35
2413,"The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.",starting-up time,positive,39,55
2307,The Toshiba Net book operates very well.,operates,positive,21,29
2337,"the touch pad is fine - again, it's a real touch pad.",touch pad,positive,4,13
2448,The pictures are clear as can be.,pictures,positive,4,12
2210,"It is also very lightweight, making transporting this computer very easy.",transporting,positive,36,48
2243,It's wonderful for computer gaming.,gaming,positive,28,34
1036,You have to toss out the wifi card and replace it just to have any sort of network capability.,network capability,negative,75,93
7,"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",printer,positive,52,59
560,it is very easy for anyone to use an apple and specially the mcbook pro notebook.,use,positive,30,33
2495,"The flaws are, this computer is not for computer gamers because of the OS X.",OS X,negative,71,75
1856,They really do have the worlds very worst repair service.,repair service,negative,42,56
475,They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states.,customer service agents,negative,71,94
937,  I was also able to install and use my Photoshop and AfterEffects programs easily.,Photoshop,positive,40,49
555,It's perfect for everything and runs faster than an average pc!,runs,positive,32,36
1420, Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,warrenty,negative,135,143
2346,I'm already hooked on the sleek look and dependability that this laptop has shown.,look,positive,32,36
433,And having to deal with the company has been a even worse nightmare.,company,negative,28,35
968,  I will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when I do so I don't run accross a situation like this again!,warranty,neutral,80,88
1764,It has all the features that are necessary for college and if not they are able to be added onto the computer.,features,positive,15,23
2718,"I've owned this labtop for less then two months, already the mouse button has broke.",mouse button,negative,61,73
995,"It did fairly well, other than it's poor performance, overheating and occational blue screen.",performance,negative,41,52
2219,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",touchpad,positive,4,12
607,tons of bloatware and junk programs.,programs,negative,27,35
610,lots of extra space but the keyboard is ridiculously small.,space,positive,14,19
3030,It's so bad that I'm thinking I only got half a battery or something.,battery,negative,48,55
687,"Good keyboard, long battery life, largest hard drive and windows 7.",keyboard,positive,5,13
388,The processor is very quick and effective as I load webpages and applications.,processor,positive,4,13
520,My battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars!,battery,negative,3,10
2610,"It pretty much does everything we could ever need, and looks great to boot.",boot,positive,70,74
2266,"As a lifelong Windows user, I was extremely pleased to make the change to Mac.",Windows,negative,14,21
1710,"The Macbook is also made better, my computer has never got a virus, and the laptop runs just as fast as the first day I bought it.",runs,positive,83,87
1543,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",OpenOffice,neutral,47,57
1895,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",quality,negative,37,44
1604,"I picked it out because it was inexpensive ($400) and I thought it would be a good, easy to use first laptop.",use,positive,92,95
1698,MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,PRODUCT KEY,negative,38,49
2437,Pay attention to the specs if you want these options.,specs,neutral,21,26
2436,It also does not have bluetooth.,bluetooth,negative,22,31
1968,Sure it has the one touch keys but that was the best feature of the computer.,feature,conflict,53,60
356,great battery life.,battery life,positive,6,18
2486,The real stand out on this computer is the feel of the keyboard and it's speed.,keyboard,positive,55,63
1983,"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",specs,positive,63,68
2637,Delivery was early too.,Delivery,positive,0,8
2531,Love the stability of the Mac software and operating system.,stability,positive,9,18
1798,And that probably explains why I've already had my SATA controller go bad within a year of buying it.,SATA controller,negative,51,66
334,It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,video editing,positive,41,54
1706,My main reason to convert was the imovie program.,imovie program,positive,34,48
547,It has a faster processor and more ram.,processor,positive,16,25
2977,"Laptops are usually used on the go, so why not give you a better battery?",battery,negative,65,72
1724,I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.,price,conflict,32,37
2592,I wasn't a big fan of the Netbooks but this one was very well designed.,designed,positive,62,70
1651,And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.,warranty,positive,8,16
533,I still have that stupid bluetooth mouse to!,bluetooth mouse,negative,25,40
2707,"Would like more trendy, high tech features.",features,negative,34,42
444,Keyboard is great but primary and secondary control buttons could be more durable.,Keyboard,positive,0,8
1792,"Screen is a bit glossy, but that's not too bad.",Screen,conflict,0,6
1933,"I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.",motherboard,negative,37,48
3041,Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,Processor,neutral,0,9
1349,"They say it could be the motherboard again, but Dell",motherboard,negative,25,36
2490,2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,patches,negative,110,117
1713,"Love the speed, especially!",speed,positive,9,14
1075,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,system memory,negative,53,66
2509,"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,positive,35,43
2155,"The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.",speed,positive,4,9
377,Awesome laptop and the perfect size to carry around in college.,size,positive,31,35
913," A MONTH LATER, we reinstall the OS (Vista).",OS (Vista),negative,33,43
1379,"Some problems can be fixed if you purchase new software, but there is no guarentee.",software,negative,47,55
3024,My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,battery life,negative,49,61
2159,The battery life is also relatively good.,battery life,positive,4,16
940,"  I definitely suggest getting an extended warranty, you will probably need it!",extended warranty,positive,34,51
2901,"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",features,positive,192,200
2645,"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",pop up windows,positive,20,34
2813,Memory is upgradable.,Memory,positive,0,6
2063,"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",3G network,negative,23,33
2154,The large screen also helps when you are working in design based programs like Adobe Creative Suite.,screen,positive,10,16
648,Moral of the story:-Do not buy anything from companies that do not respect their customers.,companies,negative,45,54
779,This is my first Dell I heard their customer service was lacking and that they were working on improving it!,customer service,negative,36,52
1022,As well as having the plug in the computer come loose.,plug,negative,22,26
1079,Second HDD cover has walls inside that need to be broken if you what to install one.,HDD cover,neutral,7,16
227,If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,applications,neutral,131,143
2655,Great product by Apple with the new great looking design.,design,positive,50,56
2466,I love the keyboard.,keyboard,positive,11,19
2213,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",iphoto,positive,6,12
2673,"The screen isn't huge, but that doesn't matter when I output media to the 50 inch LCD TV.",screen,conflict,4,10
2773,I will have to purchase Spy ware or Nortell for privacy protection.,Spy ware,neutral,24,32
1107,I was said it's videocard.,videocard,negative,16,25
2870,For the price and what I get out of it has exceeded my expectations.,price,positive,8,13
244,"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",drivers,negative,113,120
2132,The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,speakers,negative,65,73
938,"  Now, as easy as it is to use, and I do think it is a great STARTER laptop.",use,positive,27,30
496,"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",Setting,negative,0,7
2015,It had some kind of pre installed software update that completely shut the computer down when you clicked it.,pre installed software update,negative,20,49
1138,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.",customer services,negative,111,128
41,"Also, the space bar makes a noisy click every time you use it.",space bar,negative,10,19
2250,iPhotos is an excellent program for storing and organizing photos.,iPhotos,positive,0,7
2654,Other than that its a great performing machine and well meets all my needs and more.,performing,positive,28,38
745,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",software,negative,61,69
1531,"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",programs,positive,4,12
2768,"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",software,neutral,53,61
2738,Comfterbale to use light easy to transport.,use,positive,15,18
1015,The Computer itself is a good product but the repair depot stinks.,repair depot,negative,46,58
144,I thought the price was great for the specs.,price,positive,14,19
2305,the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,cd drive,negative,37,45
3044,"So, the hard disk capacity really doesn't matter to me.",hard disk capacity,neutral,8,26
2709,Keys stick periodically and I havent had the laptop for 45 days yet.,Keys,negative,0,4
310,I also like that you can scroll down in a window using two fingers on the trackpad.,trackpad,positive,74,82
19,Everything from the design to the OS is simple and to the point.,design,positive,20,26
408,I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,shipping,negative,22,30
2426,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming look,positive,22,33
984,This just keeps having it's hard drive replaced!,hard drive,negative,28,38
2117,"When you look at the specs on Apple products in comparison to a Dell or a HP, yes they do seem to offer less for a higher cost.",cost,negative,122,126
2994,The only downfall is the volume control.,volume control,negative,25,39
246,Very fast boot up and shut down.,boot up,positive,10,17
2765,I finally decided on this laptop because it was the right price for what I need it.,price,positive,58,63
1885,"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",internet connectivity,neutral,3,24
1952,I had read online that some users were having sound problems.,sound,negative,46,51
1440,"My last computer, a Toshiba, cost only $400, and worked like a charm for many years.",cost,positive,29,33
2949,It discharges too quickly.,discharges,negative,3,13
1206,"But to be honest, the compatibility issues and the other little quirks make me think I ll buy a PC next time.",compatibility,negative,22,35
109,Then it ceased charging at all.,charging,negative,15,23
1599,"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",stand,neutral,96,101
1050,"*=Webcam is a bit laggy, not the greatest.",Webcam,negative,2,8
1430,"I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program.",trend micro,neutral,104,115
1942,"The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me.",warrenty,negative,172,180
2978,I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,plastic piece,negative,68,81
2288,Wonderful sleek case design is only on the outside.,case design,positive,16,27
2702,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,connection,neutral,72,82
3036,The pricing is very competitive.,pricing,positive,4,11
209,Connecting to my wireless router via built-in wireless took no time at all.,built-in wireless,positive,37,54
2157,This computer is exceptionally thin for it's screen size and processing power.,screen size,positive,45,56
301,I have not had a problem with the applications quitting or freezing.,applications,positive,34,46
1190,"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.",screen,negative,109,115
2021,This wiped out several programs that were installed on the computer when it was bought.,programs,negative,23,31
333,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",graphics,positive,5,13
1436,"I have Vista, so I am unable to install and uninstall  some programs.",Vista,negative,7,12
2359,"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",screen,positive,4,10
2839,the mouse jumps around all the time and it clicks stuff i dont want it too.,mouse,negative,4,9
3077,For those that care about noise this thing doesn't really make any;,noise,positive,26,31
