id,publish_date,title,Text,central body,political figure,affiliate,Mishka Stance
58ff2c8df21f03c8e3afc216110adf669b1f9e0814beedb8f2991e83b8a8cb9c,2023-08-11,No confidence motion on Manipur: Opposition’s missed opportunity,"Notwithstanding the Opposition’s exuberance over its new name, an early hope of defeating the Modi government simply on the back of a consolidated vote bank and a rickety bonhomie, the National Democratic Alliance (NDA) retains a distinct electoral edge in the run-up to the 2024 Lok Sabha polls. The recently concluded debate on and outcome of the no-confidence motion are a precise illustration of what ails their mission. The tragic events unfolding in Manipur presented a perfect opportunity to take the government to the mat. The no-confidence motion was, in theory, the right tactic to hold the treasury benches accountable but without a comprehensive strategy accompanying it, the ploy remained just that. The Opposition missed an opportunity to galvanise its ranks and catalyse its campaign because it proved incapable of planning a multifaceted strike on an emotive subject within and outside Parliament. Its unorganised, underprepared and uninformed approach has exposed its faultlines and projected that the promise of a united Opposition is riddled with impediments. Advertisement A variety of factors are likely to work against Indian National Developmental Inclusive Alliance’s (I-N-D-I-A) stated intent of dislodging the NDA government – the diversity of its constituents’ reasons to converge, a predilection to",,narendra modi,nda,neutral
38d6ea1e0b66efc013147c55d24a0f0b5d4c3140bcbe2b1b6a9fc024c8dd95bd,2024-05-31,Yogendra Yadav writes,"*Written by Yogendra Yadav This extraordinary election was an extraordinary personal journey for me. It has been a journey of loss and recovery of faith, a faith in democratic politics, a faith in the abstraction called The People. Advertisement In the last four decades of poll-watching, never before had I approached a national election with as much trepidation as in 2024. A few days after the announcement of elections a friend remarked: “Aap aaj kal mayoos se dikhte hain (you look despondent nowadays)”. He was right. While I wrote about how it was possible to bring the BJP below the 272 mark and planned with my Bharat Jodo Abhiyan colleagues to realise this possibility, I was not sure if it would happen. Media screens and middle class chatter was full of the pran pratishtha ceremony in Ayodhya. “400 paar” was being discussed as a prophecy with loyal channels drumming up figures up to 411. On the other side, the Opposition did not have a clear and shared narrative or a common programme, let alone a consensus leader to generate hope around an alternative. I began asking myself: Is this the end of the India we grew up in? Have words",,,bjp,neutral
33b74a7cdf88b282d38477f96a756a1a128430c1589fc087dc2e7e3b9fc9cc62,2024-06-15,Why the exit polls couldn’t get the nation’s pulse in 2024,"The recently concluded Indian elections to the Lok Sabha threw up many surprises. Arguably, the biggest surprise was the difference between the actual results and the forecasts made by almost all national exit polls just three days earlier. Several of these exit polls forecast that the National Democratic Alliance (NDA) would get more than 360 out of the 543 seats with three of them, forecasting an upper range exceeding 400 seats for the NDA. All these polls also forecast that the Bharatiya Janata Party (BJP), the biggest constituent of the NDA, would significantly improve upon its 2019 tally of 303 seats. As it was, the NDA ended with 293 while the BJP got 240 seats thereby losing its individual majority in the Lok Sabha. Why did the national pollsters get it so wrong? Even more importantly, why was there such unanimity amongst the pollsters? The conspiracy theorists have naturally had a field day with explanations ranging from malafide motivations to all pollsters using the same sample and other, even wilder, conjectures. Advertisement There may, however, be a more benign explanation for both the similarity of the projections and the big errors. Forecasting seats using exit polls of a random sample",,,"nda, bjp",neutral
25e20a908795e0a09d0f6a2f3d58436df9ec7c352f7566713544cff9cf49e0c0,2023-12-10,From the Opinions Editor: Assembly election results and the big question for 2024,"There is enough evidence to show that voter behaviour during state elections is not always similar to the choices people make in general elections. However, with the Lok Sabha polls barely a few months ago, it was perhaps inevitable that the recently declared assembly election results would prompt conversations on the direction of the electoral winds in 2024. The BJP’s emphatic victories in Rajasthan, Madhya Pradesh and Chhattisgarh have led to a search for patterns in the country’s polity post-2024. The Congress now heads governments in only three states. A consolation victory in Telangana notwithstanding, questions are being raised about its ability to lead the opposition bloc. A related question pertains to the viability of the Opposition itself. Is 2024 a foregone conclusion? In a debate in this newspaper, two experts had divergent views. Psephologist Pradeep Gupta contended that India, is in the throes of a “pro-incumbency wave, unprecedented in the country’s history”. “The BJP’s phenomenal victory in Madhya Pradesh, Rajasthan and Chhattisgarh as well as the surge in Telangana has once again demonstrated the unparalleled connect Prime Minister Modi has with the people of the nation — a bond which transcends geographies, caste, creed, community, language and gender” he",,narendra modi,bjp,neutral
629bdcb27165934dbbfce59e7959e0f04715717d9b2507b8be228368a3b30ec7,2024-11-26,Elections Round-up: BJP Dominant but Opposition Must Not Roll Over and Die,"As for the Congress, the results present a mixed bag. There was good news from the South, with Priyanka Gandhi's massive victory in her debut to the Lok Sabha from Wayanad in Kerala, a contest that she won by a record margin of more than 4,00,000 votes. Again, it showed that the BJP has failed to make much headway even against the Congress when faced with strong local leaders, like Karnataka CM Siddaramaiah and DK Shivakumar, and in Kerala, where it is unable to cross the political firewall created by the United Democratic Front and Left Democratic Front. In Rajasthan, however, the Congress was humiliated, finishing third in as many as four constituencies, allowing the BJP to win five out of the seven assembly bypolls. The party also lost in the sole assembly bypoll in Chhattisgarh but put up a slightly better fight in Madhya Pradesh where it defeated a BJP cabinet minister, and significantly reduced the victory margin of the BJP candidate standing from former CM Shivraj Singh Chauhan’s constituency. For Prime Minister Modi and the BJP, with the NDA winning not just the prestigious state of Maharashtra but also bagging 26 out of the 46 assembly bypolls, along",,narendra modi,"bjp,nda",neutral
2cee4a8fcd4c260b4d3bb6ea91adeb779eb1b8c4cb869c7f6e2ce68c7d1e1cb9,2024-06-13,Andhra Pradesh’s new cabinet does not reflect the diverse groups that voted TDP-JSP-BJP to power,"The alliance of the Telugu Desam Party (TDP), Bharatiya Janata Party (BJP) and Jana Sena Party (JSP) defeated YS Jagan Mohan Reddy’s Yuvajana Sramika Rythu Congress Party (YSRCP) in the assembly election of 2024 by a margin of 15.91 per cent vote share. The alliance has now formed the government, which N Chandrababu Naidu heads as the fourth-time chief minister of composite and residual Andhra Pradesh (AP). In the 2024 election, the alliance won 164 assembly and 21 Lok Sabha seats with a vote share of 53.48 per cent and the YSRCP has been reduced to 11 assembly and four Lok Sabha seats with a vote share of 39.37 per cent due to its failure in fulfilling the electoral promises. Advertisement In the 2019 election, the YSRCP secured 151 assembly seats with 50 per cent vote share by promising the Special Category Status (SCS) for the state and the Navaratnalu (nine jewels) welfare schemes. The SCS was promised on the floor of Parliament at the time of AP’s bifurcation in 2014. The YSRCP promised to relentlessly pursue this promise. Within a short time, however, the promise was set aside and the state entered a deep financial crisis. Another promise made",,n chandrababu naidu,"bjp, jsp",neutral
6d6b49dfcf0098e0c27b2ba7ad91934cad0d67ac15b0c98697a8063cec11506b,2021-05-13,What post-poll violence tells us about politics in Bengal,"The magnitude and brutality of the post-poll violence in West Bengal is an indicator of the extent of partisan polarisation, so much so that rivals are considered enemies. However, it would be inappropriate to describe the premeditated incidents merely as a collapse of law and order or a result of localised political rivalries. They are symptoms of a decline of democracy: Such incidents, which carry political patronage, betray the principles as well as conventions of Indian democracy. Political parties give legitimacy to each other and rightly assume that the circulation of leaders and parties is inevitable in a vibrant Indian society. Jawaharlal Nehru’s compliment to Atal Bihari Vajpayee can be cited in this regard. Nehru predicted Vajpayee would one day become Prime Minister, despite his explicit abhorrence of the latter’s ideology. Moreover, there was a huge gap between Nehru’s Congress and Vajpayee’s Bhartiya Jana Sangh (BJS) in terms of vote shares in the 1957 Lok Sabha elections. The Congress and BJS secured, respectively, 47.8 per cent votes and 371 seats and 5.98 per cent votes and four seats. The contestations and confrontations based on mutual legitimacy strengthen democracy. They provide courage to the smallest party and individual leader to oppose",,"atal bihari vajpayee, jawaharlal nehru",bhartiya jana sangh,neutral
36010f81a36b3b5adc3f9d16b2c139e3616ed3fd6ea50866fc8a5b8cae194602,2019-07-10,Why DK Shivakumar is the Congress's last resort,"It’s a pun that’s been doing the political circles for some time now. DK Shivakumar is Congress’s last resort’. In the cess pit that is Indian politics the term horse trading’ is frequently used. And in this world where MLAs are frequently herded into resorts to shield them from poaching, Shivakumar is looked up in awe, a regent of resort politics. advertisement Who is Doddalahalli Kempegowda Shivakumar, 57, who wanted to have coffee with colleagues but was stopped by the Mumbai Police from doing so? For good reasons he is known as the Congress’s troubleshooter, even a kotwal (sentinel). He has taken on Bharatiya Janata Party’s master strategist Amit Shah twice in the recent past and come out trumps. Rewind to May 2018 after the Karnataka assembly results were declared. In the 225-member assembly BJP was the single-largest party with 105 MLAs. Congress won 79 and Janata Dal (Secular) 37. Corralling colleagues Grabbing the opportunity Congress inked an alliance with JD (S) to keep BJP from grabbing power. The man chosen to keep the alliance flock together was DK Shivakumar. Not only did he keep a strict eye on the alliance lawmakers -- media reports say he did not even",,amit shah,bjp,neutral
44943c96f3a2929e129e9c1102e1ed71d6138a2fecf5482b7db886ae28320f9d,2025-05-28,"A dissenting daughter, a leaked letter and a divided house in BRS","Written by K Nageshwar K Kavitha’s letter to her father and BRS (Bharat Rashtra Samithi) supremo K Chandrashekhar Rao (KCR) has triggered a political flutter. Speculation is rife about the future course of events in the pink party and its first family. Advertisement Kavitha, who is currently an MLC and a former MP, raised a variety of issues in her six-page letter, ranging from KCR’s style of functioning and organisational lapses to what she considered shortcomings in the party’s political positions. Her remark that the BRS’s soft approach to the BJP has sent wrong signals led to rumours that they could go for an alliance in the future. She was referring to KCR attacking the BJP for only about two minutes during BRS’s silver jubilee plenary, while his entire tirade focused on Congress rule. BRS leaders, however, refute Kavitha’s charges. Speaking to this author, BRS MLC Dasoju Sravan Kumar said that KCR has his own style of public communication, and in the recently held Warangal meet, he wanted to send a message that he is battle-ready. Notwithstanding such a defence, KCR certainly demonstrated a soft approach towards the BJP — an allegation his daughter rightly pointed out. Indeed, the BRS",,,bjp,neutral
dfe06d28e45d3081e41cda5772105098f23dc7ae4482607d5fc85f281c803195,2024-06-20,Building India-US ties with shared priorities,"What a triumph for all Indians the general elections have been. This vote was a giant point of pride for democracy-loving people everywhere, especially in these turbulent geostrategic times. The polls will stand as a testament to the democratic spirit of the Indian people, whose voices have been heard from the furthest villages in the Himalayas to the giant cities of the plains to the hamlets in the Nicobar Islands. As the world’s two largest democracies, the free-spirited people of India and the US foster a deepening trust and mutual admiration, inspiring optimism about the promising future of India and its relations with America and the world. The flags of the United States and India adorn a conference table during a meeting between US Defense Secretary Jim Mattis and the Defence Minister of India Nirmala Sitharaman at the Pentagon in Washington, DC on December 3, 2018. (Photo by ROBERTO SCHMIDT / AFP) (AFP) Embracing the philosophy of “kaizen” (constant improvement) from Japan, a Quad partner, there are several areas where the collective efforts of India and the US can be intensified to continue growth and achievements. First, India’s appeal as a destination for foreign investment that yields know-how, jobs, and",ministry of defence,nirmala sitharaman,,neutral
ee63b5701377b6ab6fc746cbbfc0428113464c1edf410b2bb6c734d308b9fa93,2024-07-12,Cross vote on mind,"Times of India’s Edit Page team comprises senior journalists with wide-ranging interests who debate and opine on the news and issues of the day. Today’s MLC election in Maharashtra is a trailer to the potboiler that the state’s assembly polls will be It’s match time again in Maharashtra. If the Lok Sabha election was considered a semifinal to Oct’s high-stakes assembly poll, the vote today to elect 11 legislative council members is no less significant. Maharashtra, one of six states with a legislative council, has 78 members, 30 of whom are elected by MLAs. All eyes are on the 274 MLAs expected to cast their vote today to elect these 11 members from 12 candidates. Cross currents | If all goes to plan – and safe to say no one expects it to – Mahayuti is set to win 9. BJP has 5 nominees, Shinde Sena 2 and Ajit Pawar 2. MVA has fielded 3, though it can win two, given its numbers in the lower house. Then there’s Uddhav Thackeray’s swag, “We wouldn’t have fielded a third nominee had we not been confident.” It’s crunch time. Simply cross | Flashback to June 2022’s MLC election has parties jittery. Matters",,"eknath shinde, ajit pawar","bjp, shinde sena",neutral
ab14cfe7c607431905d8fa590f26cc9d376d652ae82616b1314ef21c3690f567,2020-01-27,The Mayawati era is over. Bye Bye Behenji,"But it’s different this time. Mayawati’s supporters and voters are no longer sure if Mayawati still commands the unquestioned loyalty of Dalit voters. This is no big deal, sympathisers of Mayawati’s Bahujan Samaj Party (BSP) might say. People have been joining and leaving the BSP forever. The vote is cast in Mayawati’s name. The rest are mercenaries for hire. Last week, more than a thousand workers of the Bahujan Samaj Party in Basti district of eastern Uttar Pradesh quit and joined , wait for it, the Samajwadi Party. They were led by a local BSP leader of some standing, along with one former MP and two former MLAs. Also read: The unlikely winners in a CAA debate between Amit Shah and Owaisi, Kejriwal, Mayawati Spoilsport Behenji The proof was the 2019 Lok Sabha election. The Samajwadi Party (SP) and the BSP fought on almost equal number of seats. The BSP won 10, the SP five – a clear indication that many Dalit voters did not listen to Mayawati’s advice to vote for the SP. If Mayawati is unable to make her vote transfer, is she really the supreme leader of Dalits? But Dalits might still vote for Mayawati, the BSP",,amit shah,,neutral
1e603af1448f6daba9ab509f403b0f9ac9e1ecc945169e02f32cdc3000b3b224,2024-03-21,Can BJP Benefit From A Long Poll Schedule? Here's What Data Shows,"The recently announced schedule of the Lok Sabha election, spanning seven phases spread across 44 days, has stirred controversy among opposition parties in India. They have criticised the Bharatiya Janata Party (BJP)-led Centre, alleging that the extended schedule is designed to afford ample time for the Prime Minister to tour extensively and for the BJP to mitigate anti-incumbency sentiments. Opponents argue that a multi-phase election unfairly favours the ruling party, particularly due to their significant financial resources. The ruling BJP, however, contends that the increasing number of voters necessitates adjustments in the election schedule to ensure the integrity of the electoral process. Historically, the election schedule has witnessed a cyclical pattern since India's inaugural polls in 1951-52. Initially spanning 120 days, it reached a low of only four days in 1980. Subsequently, the duration fluctuated, reaching 27 days in 1991, dropping to 11 days in 1996, and then rising to 12 days in 1998, and further to 29 days in 1999. It dipped to 21 days in 2004, before climbing to 28 days in 2009. Since then, the duration has steadily increased, culminating in the current 44-day schedule for 2024. The question arises: does a longer election schedule benefit an",,,bjp,anti
8c9a4a48f90001b4b0d1b062d9a55a519faf3f21788b96715c9327516d7db00d,2024-06-07,How digital platforms overtook traditional media to reach the voters this election,"Six weeks, thousands of registered political parties, 97 crore eligible voters. India’s General Election of 2024 was the biggest in history. It was also a template for a post-truth, post-climate change democracy. With summertime temperatures climbing to 45 degrees and higher, campaigning and running the election machine was extremely challenging for political parties. A stifling media environment with legacy news channels and most newspapers held captive by the ruling establishment and Prime Minister Narendra Modi’s government added to the uphill task for all Opposition parties. We in the Opposition — struggling to breathe in the limited space India’s Modi-fied democracy allowed us — were not the only ones trying to cope. The hapless Indian voter was also desperately attempting to keep herself informed and aware as she determined her franchise. What were the issues and themes that resonated with her or her fellow citizens? What was the truth behind the battery of data and the information blitz coming her way from the BJP and the government? In a media environment of compromise and negotiable facts, how does one delineate right from wrong? Simply put, how do you get the other point of view? Advertisement There was a time when this",central government,narendra modi,bjp,anti
bf328e456213f9f59a441385d0648bed9875e81197ea134dcc58fe4ae9e5a800,2023-10-12,Rajasthan: BJP is Projecting Royal Lightweight Diya Kumari as Raje’s Replacement,"The reaction from Rajvi was swift and sharp. Expressing shock and disbelief, he termed the decision as “an insult to the legacy of Bhairon Singh Shekhawat.” Recalling how Shekhawat had nurtured the party for decades in the state, Rajvi also questions with what face the BJP will celebrate Shekhawat’s birth centenary due to begin on 23 October when his own family is being treated so shabbily. Questioning Diya’s credentials as she “neither had communication nor connect with party cadres”, Rajvi wonders “why the party is blessing a family that connived with Mughals and even fought against Rana Pratap, the iconic hero of Rajasthan.” The reference is clearly to one of the most embarrassing chapters in the history of Jaipur royals who not only got Jodha Bai married to emperor Akbar but also had Maharaja Man Singh lead the Mughal forces against Rana Pratap in battle. BJP insiders say the decision to dump Rajvi and ensure a ‘safe seat’ for Diya is because the party’s top brass envisages a bigger role for Diya and hopes to encash her royal lineage to fill the vacuum created by sidelining Raje.",,"bhairon singh shekhawat, diya kumari",bjp,anti
b5c02705919631418753bf59f52001783fdf5f61d815bb09656d5057125f77fc,2022-12-08,AAP sprints to national party status. What will change now?,"When Arvind Kejriwal launched the Aam Aadmi Party (AAP) in 2012, many dismissed it as a fly-by-night venture. He had no political experience. He was a former tax official, an RTI activist, and the driver and beneficiary of Anna Hazare’s anti-corruption movement in 2011. During these 10 years, two things happened: BJP’s surge and Congress’s decline. And the link between the two has been AAP’s emergence as a national political player. advertisement HOW AAP IS BECOMING A NATIONAL PARTY A national party needs to have two per cent of Lok Sabha seats in a minimum of three states. This means 11 seats. AAP has zero Lok Sabha MPs. Leaders such as Raghav Chadha and Sanjay, who are seen in Parliament, are Rajya Sabha members. The other criterion is that the aspirant must have state party recognition in four states. For state party recognition, a party needs six per cent votes/two seats in a state assembly election, or three seats if its vote share is less than six per cent. This is where AAP scores. It has governments in Delhi and Punjab with huge mandates. In Goa, the party meets the six per cent votes/two seats requirement. And now, the party",,,bjp,neutral
98cdb0f48604e391ecd665aa7aef9411069763a431548ef2a5830a8a15c3b010,2023-09-04,"One Nation, One Election — Speculation, calculations","On Thursday, just before INDIA bloc could sit and discuss weaponising their alliance, a political explosion shattered Delhi's calm. Government sources provided subtle hints that the agenda for the five-day special Parliament session, beginning September 18, convened between the monsoon and winter editions, could include a legislative move, armed to upset the Opposition's plans. By evening, news headlines said legislation for the Bharatiya Janata Party's 'One Nation One Election' proposal could get pushed in the special session. It triggered a debate - will the law plotted and steered by the BJP, despite all the inherent challenges, end up helping the saffron party against a resurgent Opposition in the throes of uniting? advertisement Even those who walked the neutral opinion zone felt the proposal indicated a mounting sense of worry in the BJP, over the rising Opposition unity index. By Friday afternoon, the government made a visible move - its intent was out. It constituted a High-Level Committee (HLC) headed by former president Ram Nath Kovind to explore the feasibility of a 'One Nation One Election'. On Saturday, a gazette notification presented the mandate of the committee. It said, ""Elections to the House of the People and Legislative Assemblies of States",,ram nath kovind,bjp,anti
895cac3c5e3c911f208f5b09b1792a13530718777510f7a21dd5777686d87979,2023-12-04,Opinion: State Polls Show No Real Challenge To Modi Before 2024,"Months before the announcement of national elections, the close of year 2023 couldn't have been better for the BJP, with its thumping victory in the Hindi heartland states of Madhya Pradesh, Rajasthan and Chhattisgarh and its improved tally and vote share in the southern state of Telangana. If at all there was anything more to energise party workers and sympathisers with, Prime Minister Narendra Modi arrived at the BJP headquarters at Deen Dayal Upadhyaya Marg in Delhi, a road named after the organisation's foremost ideologue, and declared, ""a hat-trick of wins is a guarantee of a hat-trick in 2024 polls"". Behind him, a new banner said - ""Sapne nahin, haqeeqat bunte hain; tabhi toh sab Modi ko chahte hain (Not just dreams, he shapes reality. That is why everyone wants Modi)"". A big message conveyed in simple words, easy to understand in almost any part of the country. ""Guarantee"" is the new buzzword in politics. It was not original BJP coinage but lately, when the Congress and a few other opposition parties started using it full throttle to announce pre-poll freebies, Modi adapted it and added his punch - ""Modi ki guarantee ka matlab guarantee poora hone ki guarantee (Modi's",,narendra modi,bjp,pro
93fdb14fe2066ac150ec4acc1aac8720b196520614e689c051eeb1681caab63d,2023-02-14,A dream that could upset the BRS apple cart,"The spat between Bharat Rashtra Samithi (BRS) Minister K.T. Rama Rao and All-India Majlis-e-Ittehadul-Muslimeen (AIMIM) floor leader Akbaruddin Owaisi in the Telangana Assembly last week would have been considered routine but for Mr. Owaisi’s remark that his party will contest 50 seats in the upcoming Assembly elections and win at least 15. This surprised political circles as the AIMIM has been seen as a close ally of the BRS since the bifurcation of united Andhra Pradesh. Also, the remark comes at a time when the BRS is making its foray into national politics with the aim of emerging as a strong opposition party to the Bharatiya Janata Party (BJP) at the Centre. The AIMIM has always taken an anti-BJP stand. Its leaders openly air their reservations about the ruling party at the Centre in a bid to emerge as the champions of the cause of minorities across the country. Though the AIMIM and BRS have never struck an alliance, the AIMIM has always had an understanding with the ruling dispensation, whether it is led by the Congress or the BRS. Since 2013, the AIMIM has been trying to expand its base outside Hyderabad by contesting Assembly elections, but without much",central government,,bjp,neutral
76738feab99a42112bdb4cc13046b3b9a0c1e804166462eeb8a6a3a2ccdb08c5,2024-04-09,"As young leaders emerge, Dalit community seeks their share of power","Young leadership is taking centre stage in Dalit politics around the country and certainly in Uttar Pradesh. Akash Anand, the nephew of the Bahujan Samaj Party (BSP) supremo Mayawati is one, and Chandrashekhar Azad, Bhim Army chief is another. Dalits account for 21% of the state’s population and have hundreds of subcastes; of them, the Jatavs form the largest group with 11-15% of the population in different pockets of the state. The Jatavs, a more politically conscious group, have remained loyal to BSP, and the “Dalit ki Beti”, as Mayawati once named herself. Anand launched his campaign on April 6 from the Muslim-Dalit dominated Nagina constituency from where another upcoming Dalit leader, Bhim Army chief Chandrashekhar Azad is contesting his first Lok Sabha election as the nominee of four-year-old Azad Samaj Party (Kanshi Ram) that he founded in March 2020. Though many voters are unhappy with the BSP for diluting BR Ambedkar’s, and subsequently, Kanshi Ram’s mission — the emancipation of the oppressed classes — they are willing to credit Mayawati with their political empowerment and for eulogising Dalit icons. What worries them is not the labelling of the BSP as the B-team of the Bharatiya Janata Party (BJP), but",,,bjp,neutral
7ca6174267a2c14125a3124bf3573202570b794b04a0ea2c0f323133d1fa0304,2023-07-11,"Opinion: In Opposition's Unity Fumble, Maharashtra, Bihar Are Exhibit A","Five years ago, around this time, the UPA or United Progressive Alliance was still alive and possible permutations and combinations of opposition unity were discussed on various forums. The question central to their theme of uprooting Prime Minister Narendra Modi and the ruling BJP was, what would happen in Uttar Pradesh, where the BJP had swept the 2014 Lok Sabha election by winning 73 of 80 seats. Almost everyone in the anti-Modi grouping hoped against hope - if only Mayawati's Bahujan Samajwadi Party (BSP) and Mulayam Singh Yadav's Samajwadi Party could come together, they thought, it would be endgame for Modi. Their wishes came true and more; not just Samajwadi Party and BSP but Ajit Singh's RLD joined that Gathbandhan (grand coalition). The Congress was the hidden partner, as both SP and BSP announced they wouldn't put up any candidate in Amethi and Raebareli against Rahul Gandhi and Sonia Gandhi. The Congress was to return the favour in some seats. The protagonists and supporters of that Gathbandhan, as also of the UPA, dug up an old slogan of the 1990s, ""Mile Mulayam Kanshi Ram Hawa Me Udd Gaye Jai Shri Ram (if Mulayam Singh Yadav and Kashi Ram join hands,",,narendra modi,bjp,
4821c59eb460b347955bd5fdcc23b54054646c02a6756499b2c84d201871d935,2024-12-19,Bihar And The Yatra To Power,"With the Bihar election just a few months away, political parties think they have found a sure shot mantra of winning votes - yatras and lucrative cash transfer schemes aimed at women. Bihar Chief Minister Nitish Kumar had planned a women-centric tour, the 'Mahila Samvad Yatra', organised by the rural development department of the state government. But his archnemesis and former deputy, RJD (Rashtriya Janata Dal) leader Tejashwi Yadav, got the better of him. Just a day ahead of Nitish Kumar's proposed yatra (December 15), Tejashwi announced the RJD's cash transfer scheme for women. He promised to give Rs 2,500 to eligible women every month under 'Mai-Bahin Maan Yojana'. Tejashwi's announcement at a press conference put Nitish Kumar on the back foot and his advisers told him to come up with better welfare schemes to counter RJD's announcement, then launch his yatra. Other than Tejashwi's cash transfer scheme, Nitish Kumar was also peeved by RJD chief Lalu Yadav's controversial remarks about him. Lalu Yadav accused him of planning the public outreach programme to ""ogle at women"". Lalu's statement drew sharp criticism from the ruling NDA. So, Nitish Kumar has now rechristened his proposed yatra. It will be called 'Pragati Yatra'",department of rural development,,nda,
088a38c5ae4951bb63de5f00be0ffb89a049af6b1503e36aa43287ffc57bfb89,2025-03-12,Dharmendra Pradhan’s Own Goal Amid NEP Row Bends BJP Backward in Tamil Nadu,Pradhan's flippant 'giveaway' of the 'Tamil pride' plank to the DMK has left left BJP leaders based in TN grumbling as well. They had already been toiling hard to face the DMK offensives on delimitation. Shah tried to reasure Coimbatore when he said that TN would not face any loss of strength in the Lok Sabha after the delimitation. His stance has been conciliatory and focused instead on how the DMK had been indulging in distracting attention from the governance issues. But Stalin has sensed that delimitation is going to be a key part of DMK's electoral onslaught on the BJP and has moved to cement his position ahead of the Assembly elections. He has called for a meeting against delimitation on 22 March and is counting on the attendance of Jharkhand Chief Minister Hemant Soren and former Odisha CM Navin Patnaik among others.,,,bjp,neutral
5fd08ce4a6dd9ef68afb38a9b8894460d988c5e7053280fdebbf866d64e725eb,2022-05-29,"ET Analysis: Amid PM Modi's visits, it's tightrope walk for leaders of South India","Live Events (You can now subscribe to our (You can now subscribe to our Economic Times WhatsApp channel When Prime Minister Narendra Modi visited Tamil Nadu and Telangana last week, the chief ministers of these states dog-whistled opposition through measures ranging from broadsides to nuanced moves amid gathering political currents to support a regionalist alternative to national parties.Modi visited Chennai and Hyderabad last week. In Chennai, he unveiled developmental projects worth over Rs 31,000-crore including affordable homes. In Hyderabad, he spoke about the need for innovative leadership at the Indian School of Business. However, chief minister K Chandrashekar Rao was then in Bengaluru to meet JDS chief HD Deve Gowda.Telangana will go to polls in December next year while Tamil Nadu chief minister MK Stalin will soon complete one year in office. Rao and Stalin, commanding large political constituencies, probably sought to convey a message to both BJP and their own voters that they should imagine no softening of stance toward the national party.In his speech that underscored various thorny issues with the Centre such as NEET exemption and use of Tamil as official language at central government offices, Stalin said the state would never hesitate to 'assert its rights'.",central government,narendra modi,bjp,anti
49198142f5671f424fdecd195acb7e315e43dfb78658e43a51189b36a38b1595,2024-03-16,Lok Sabha polls: SWOT analysis of parties in Madhya Pradesh,"Live Events (You can now subscribe to our (You can now subscribe to our Economic Times WhatsApp channel Bhopal: The ruling BJP in Madhya Pradesh is aiming to bag all the 29 Lok Sabha seats in the state in the ensuing polls after its stunning victory in the assembly elections four months ago.The BJP would be making all-out efforts to snatch the Chhindwara seat , the only constituency it lost in the state in the 2019 Lok Sabha elections, political observers said. For the Congress , regaining its old charm will be a major task in the crucial parliamentary polls. Lok Sabha polls in Madhya Pradesh will be held in four phases on April 19, April 26, May 7 and May 13. Counting of votes will be held on June 4.The BJP is relying heavily on the mass appeal of Prime Minister Narendra Modi . His image of a nationalistic leader, a man with a vision, result-oriented, someone with global acceptance and a person with no dynastic baggage is seen as the party's potent force for the Lok Sabha polls.Madhya Pradesh BJP unit has a robust organisational setup, and is always in ""election mode"" according to political observers. With Mohan",,narendra modi,bjp,pro
14ed77953f233a6f03b76c90bd4c392993243fa2ffabc2d18a9413e4e882257e,2023-05-18,"Congress Challenge: To Keep Siddaramaiah, Shivakumar Happy","This article was first published 2 years ago There are lessons for the Congress to learn from the Karnataka elections of how burying the hatchet among top leaders and not washing dirty linen in public can help, says Ramesh Menon. IMAGE: Former Karnataka chief minister Siddaramaiah, right, and Karnataka Congress president D K Shivakumar during celebrations in Bengaluru, May 13, 2023, after the party's win in the assembly elections. Photograph: Shailendra Bhojak/PTI Photo The Congress win in the Karnataka elections was hardly a surprise. The reality of it happening was blowing in the wind even before the elections were announced. The BJP government had little to show the electorate. It was riddled with corruption charges, inflation, unemployment, caste and communal tensions, poor governance, and lack-lustre leadership. That is why Narendra D Modi took over the reins of the campaign addressing 19 meetings and taking part in half-a-dozen road shows when he should have been more invested in running the country's affairs that were bogged down with serious issues like the Manipur disturbances that had paralysed the state. The party heavily banked on him to turn the tide and fight anti-incumbency. It did not jell. The BJP aggressively fought this election",,narendra modi,bjp,anti
975469234efeef5fe59a6dc32a7ef58287278329483262e2d83a51d2b5a9e801,2019-12-09,"Just Anti-BJPism Cannot Sustain A Coalition. Example, Karnataka","The news from Karnataka is in, and it will not be welcome for the state opposition, led by H D Kumaraswamy's JD(S) and Siddaramaiah's Congress. The bye-elections are a sweep for the ruling BJP, for whom B S Yediyurappa can now lead a majority, and, probably, a stable state government. Remember the context here: the BJP emerged as the single largest party in the last assembly elections, but the Congress - which was the incumbent - allied with the JD(S) after the polls and installed Kumaraswamy, whose party had in fact come third, as the Chief Minister. (This was hailed at the time as a strategic masterstroke, much like the current reaction to the motley alliance in Maharashtra). Some predicted the Congress-JD(S) alliance would last only as long as the general elections in 2019 - and, in the end, such expectations were not far off the mark. After one or two abortive attempts to topple Kumaraswamy, the BJP finally succeeded, thanks to the defection of 16 legislators from the ruling alliance. We need have no illusions about what happened. Nobody thinks they switched because of a change of heart or an ideological crisis of conscience. These legislators thought they could",,b s yediyurappa,bjp,pro
